age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
26,management,single,tertiary,no,171.0,yes,no,cellular,7,may,457,1,-1,0,unknown,yes
33,management,single,tertiary,no,712.5,yes,no,cellular,7,may,1046,1,-1,0,unknown,yes
31,management,single,secondary,no,0.0,yes,no,cellular,7,may,895,2,295,2,failure,yes
26,management,single,secondary,no,466.5,yes,no,cellular,7,may,798,2,-1,0,unknown,yes
23,management,single,tertiary,no,99.0,yes,no,cellular,7,may,1391,2,-1,0,unknown,yes
39,management,single,secondary,no,93.0,yes,no,cellular,7,may,877,3,-1,0,unknown,yes
23,management,single,secondary,no,6.0,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
32,management,single,secondary,no,499.5,yes,no,cellular,8,may,501,2,-1,0,unknown,yes
33,management,single,tertiary,no,1336.5,no,no,cellular,8,may,398,2,-1,0,unknown,yes
36,management,single,tertiary,no,2100.0,yes,no,cellular,11,may,608,3,-1,0,unknown,yes
25,management,single,primary,no,559.5,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
38,management,single,primary,no,298.5,yes,no,cellular,12,may,1203,1,306,1,failure,yes
37,management,single,primary,no,-159.0,yes,yes,cellular,12,may,690,1,-1,0,unknown,yes
36,management,single,primary,no,-462.0,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
33,management,single,secondary,no,1860.0,yes,no,cellular,12,may,844,1,-1,0,unknown,yes
38,management,single,secondary,no,1342.5,yes,no,cellular,12,may,1531,1,-1,0,unknown,yes
36,management,single,secondary,no,717.0,yes,no,cellular,13,may,610,1,-1,0,unknown,yes
34,management,single,secondary,no,1633.5,yes,no,cellular,13,may,394,3,-1,0,unknown,yes
34,management,single,secondary,no,744.0,yes,no,cellular,13,may,333,1,-1,0,unknown,yes
33,management,single,tertiary,no,1596.0,yes,no,cellular,13,may,562,1,-1,0,unknown,yes
39,management,single,tertiary,no,445.5,yes,no,cellular,13,may,734,2,-1,0,unknown,yes
32,management,single,tertiary,no,4.5,yes,no,cellular,13,may,568,1,-1,0,unknown,yes
33,management,single,secondary,no,315.0,yes,no,cellular,13,may,1207,2,-1,0,unknown,yes
27,management,single,primary,no,397.5,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
34,management,single,tertiary,no,5731.5,yes,no,cellular,13,may,649,2,-1,0,unknown,yes
38,management,single,primary,no,0.0,yes,no,cellular,13,may,531,2,-1,0,unknown,yes
31,management,single,tertiary,no,26886.0,yes,no,cellular,14,may,745,1,174,3,failure,yes
39,management,single,tertiary,no,2607.0,yes,no,cellular,14,may,633,1,358,1,other,yes
32,management,single,secondary,no,1026.0,yes,no,cellular,14,may,607,3,-1,0,unknown,yes
36,management,single,tertiary,no,2031.0,yes,no,cellular,14,may,1723,1,356,2,success,yes
37,management,single,secondary,no,9133.5,yes,no,cellular,14,may,616,2,-1,0,unknown,yes
34,management,single,secondary,no,186.0,yes,no,telephone,14,may,604,4,366,2,other,yes
34,management,single,secondary,no,3.0,yes,no,cellular,15,may,153,2,-1,0,unknown,yes
30,management,single,secondary,no,210.0,yes,no,cellular,15,may,760,1,-1,0,unknown,yes
26,management,single,secondary,no,115.5,yes,no,cellular,15,may,619,1,340,4,failure,yes
35,management,single,secondary,no,801.0,no,no,cellular,15,may,669,1,312,3,failure,yes
31,management,single,secondary,no,1027.5,yes,no,cellular,15,may,552,1,329,3,failure,yes
23,management,single,secondary,no,1170.0,yes,no,cellular,15,may,416,1,-1,0,unknown,yes
34,management,single,secondary,no,43.5,yes,no,cellular,15,may,285,5,-1,0,unknown,yes
28,management,single,tertiary,no,33.0,yes,no,cellular,15,may,536,2,-1,0,unknown,yes
39,management,single,tertiary,yes,-258.0,yes,no,cellular,15,may,562,2,-1,0,unknown,yes
32,management,single,secondary,no,201.0,yes,yes,cellular,15,may,532,3,-1,0,unknown,yes
31,management,single,tertiary,no,4101.0,yes,no,cellular,15,may,858,3,-1,0,unknown,yes
37,management,single,primary,no,3180.0,yes,no,cellular,15,may,655,3,175,4,failure,yes
35,management,single,secondary,no,307.5,yes,yes,cellular,15,may,1313,7,312,1,failure,yes
34,management,single,tertiary,no,5614.5,yes,no,cellular,18,may,722,4,-1,0,unknown,yes
39,management,single,secondary,no,175.5,yes,no,cellular,18,may,1032,2,-1,0,unknown,yes
29,management,single,secondary,no,-739.5,yes,no,cellular,18,may,536,2,334,4,failure,yes
33,management,single,tertiary,no,93.0,yes,no,cellular,18,may,473,3,-1,0,unknown,yes
29,management,single,secondary,no,156.0,yes,no,cellular,18,may,903,4,-1,0,unknown,yes
27,management,single,secondary,no,769.5,yes,yes,cellular,18,may,351,1,-1,0,unknown,yes
30,management,single,secondary,no,8863.5,yes,no,cellular,18,may,420,2,-1,0,unknown,yes
28,management,single,secondary,no,528.0,yes,yes,cellular,18,may,431,1,-1,0,unknown,yes
29,management,single,tertiary,no,922.5,yes,no,cellular,18,may,373,1,-1,0,unknown,yes
27,management,single,unknown,no,613.5,yes,no,cellular,18,may,525,1,-1,0,unknown,yes
25,management,single,secondary,no,1678.5,yes,no,cellular,18,may,1063,1,-1,0,unknown,yes
38,management,single,tertiary,no,255.0,yes,no,cellular,18,may,442,1,-1,0,unknown,yes
26,management,single,primary,no,-1330.5,yes,no,cellular,18,may,827,2,-1,0,unknown,yes
25,management,single,primary,no,438.0,yes,yes,cellular,18,may,1027,2,-1,0,unknown,yes
34,management,single,primary,no,-1.5,yes,no,cellular,18,may,1057,6,355,1,other,yes
32,management,single,tertiary,no,2437.5,no,no,cellular,22,may,796,1,109,1,failure,yes
27,management,single,secondary,no,2965.5,yes,no,cellular,22,may,449,1,-1,0,unknown,yes
39,management,single,tertiary,no,0.0,yes,no,cellular,22,may,271,1,93,3,success,yes
26,management,single,secondary,no,930.0,no,no,cellular,22,may,223,1,94,1,success,yes
39,management,single,tertiary,no,460.5,no,no,cellular,22,may,182,2,-1,0,unknown,yes
29,management,single,tertiary,no,642.0,no,no,cellular,22,may,293,2,-1,0,unknown,yes
26,management,single,tertiary,no,850.5,no,no,cellular,25,may,421,1,-1,0,unknown,yes
28,management,single,tertiary,no,0.0,yes,no,cellular,25,may,269,1,40,2,failure,yes
32,management,single,tertiary,no,1057.5,yes,no,cellular,25,may,414,2,35,4,failure,yes
31,management,single,secondary,no,207.0,no,no,cellular,26,may,91,1,285,2,other,yes
25,management,single,tertiary,no,1975.5,no,no,cellular,26,may,176,1,-1,0,unknown,yes
25,management,single,tertiary,no,489.0,no,no,cellular,26,may,390,1,-1,0,unknown,yes
25,management,single,secondary,no,456.0,no,no,cellular,26,may,226,2,-1,0,unknown,yes
37,management,single,secondary,no,2950.5,no,no,cellular,27,may,242,1,212,1,success,yes
35,management,single,secondary,no,2052.0,no,no,cellular,27,may,329,1,41,2,other,yes
25,management,single,tertiary,no,1140.0,yes,no,cellular,27,may,223,3,89,2,failure,yes
38,management,single,secondary,no,105.0,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
33,management,single,tertiary,no,1984.5,no,no,cellular,1,jun,327,1,-1,0,unknown,yes
34,management,single,unknown,no,1516.5,no,no,cellular,1,jun,253,1,-1,0,unknown,yes
27,management,single,tertiary,no,2760.0,no,no,cellular,1,jun,220,1,28,8,other,yes
26,management,single,tertiary,no,2434.5,no,no,cellular,2,jun,479,1,-1,0,unknown,yes
26,management,single,tertiary,no,469.5,no,yes,cellular,2,jun,199,1,96,2,success,yes
29,management,single,tertiary,no,460.5,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
33,management,single,secondary,no,1675.5,no,no,cellular,2,jun,417,1,-1,0,unknown,yes
35,management,single,tertiary,no,2031.0,no,no,cellular,2,jun,250,2,-1,0,unknown,yes
34,management,single,secondary,no,1467.0,no,no,cellular,3,jun,262,2,71,1,success,yes
32,management,single,secondary,no,613.5,no,no,cellular,3,jun,115,2,86,2,success,yes
39,management,single,tertiary,no,72.0,no,no,cellular,3,jun,539,1,-1,0,unknown,yes
26,management,single,tertiary,no,4179.0,no,no,cellular,3,jun,300,2,72,1,success,yes
32,management,single,secondary,no,1333.5,yes,no,cellular,3,jun,1076,2,85,3,other,yes
29,management,single,tertiary,no,858.0,no,no,cellular,4,jun,224,1,-1,0,unknown,yes
26,management,single,secondary,no,198.0,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
33,management,single,tertiary,no,475.5,yes,no,cellular,4,jun,323,1,80,14,other,yes
28,management,single,secondary,no,2449.5,no,no,cellular,5,jun,275,1,-1,0,unknown,yes
35,management,single,secondary,no,1627.5,no,no,cellular,5,jun,199,1,86,7,success,yes
25,management,single,tertiary,no,63.0,yes,no,cellular,5,jun,149,1,94,1,success,yes
30,management,single,tertiary,no,0.0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
30,management,single,tertiary,no,1738.5,no,no,telephone,5,jun,366,1,-1,0,unknown,yes
22,management,single,secondary,no,1023.0,no,no,cellular,5,jun,126,2,91,1,success,yes
31,management,single,tertiary,no,7807.5,no,no,cellular,9,jun,529,2,-1,0,unknown,yes
25,management,single,tertiary,no,18.0,no,no,cellular,12,jun,126,6,-1,0,unknown,yes
31,management,single,secondary,no,2664.0,no,no,cellular,15,jun,220,1,207,1,other,yes
26,management,single,secondary,no,2392.5,no,no,cellular,15,jun,155,1,105,1,failure,yes
27,management,single,tertiary,no,207.0,no,no,cellular,15,jun,89,2,-1,0,unknown,yes
34,management,single,tertiary,no,3561.0,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
37,management,single,secondary,no,3091.5,yes,yes,cellular,22,jun,459,1,109,3,failure,yes
32,management,single,secondary,no,4321.5,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
30,management,single,secondary,no,1395.0,no,no,cellular,2,jul,396,1,-1,0,unknown,yes
31,management,single,secondary,no,937.5,yes,no,cellular,2,jul,135,2,49,3,failure,yes
30,management,single,tertiary,no,495.0,no,no,cellular,3,jul,264,1,80,1,success,yes
32,management,single,secondary,no,76.5,yes,yes,cellular,7,jul,297,1,-1,0,unknown,yes
31,management,single,tertiary,no,1548.0,no,no,cellular,7,jul,284,1,-1,0,unknown,yes
31,management,single,secondary,no,303.0,yes,no,cellular,8,jul,167,1,62,1,failure,yes
38,management,single,unknown,no,0.0,no,no,cellular,8,jul,341,1,385,1,failure,yes
22,management,single,secondary,no,277.5,no,no,cellular,8,jul,153,1,-1,0,unknown,yes
33,management,single,tertiary,no,2548.5,no,no,cellular,4,aug,600,1,-1,0,unknown,yes
30,management,single,tertiary,no,3999.0,no,no,cellular,5,aug,475,2,93,4,success,yes
27,management,single,tertiary,no,10186.5,no,no,cellular,5,aug,179,2,69,26,other,yes
37,management,single,secondary,no,144.0,no,no,cellular,7,aug,155,1,99,2,success,yes
31,management,single,tertiary,no,16326.0,no,no,cellular,10,aug,294,3,98,2,success,yes
39,management,single,tertiary,no,5760.0,yes,no,cellular,11,aug,315,2,-1,0,unknown,yes
35,management,single,tertiary,no,529.5,no,no,cellular,12,aug,582,1,-1,0,unknown,yes
36,management,single,tertiary,no,5775.0,yes,no,cellular,12,aug,239,2,100,4,failure,yes
20,management,single,primary,no,10486.5,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
36,management,single,tertiary,no,4480.5,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
35,management,single,unknown,no,927.0,no,no,cellular,12,aug,293,1,104,1,success,yes
31,management,single,secondary,no,52.5,no,no,cellular,13,aug,315,2,105,1,success,yes
36,management,single,primary,no,2259.0,no,no,cellular,14,aug,326,3,-1,0,unknown,yes
37,management,single,unknown,no,666.0,no,no,cellular,14,aug,137,1,102,5,success,yes
33,management,single,tertiary,no,2961.0,no,no,cellular,14,aug,498,2,191,1,failure,yes
39,management,single,tertiary,no,1413.0,yes,no,cellular,14,aug,880,3,267,1,other,yes
22,management,single,secondary,no,1422.0,no,no,telephone,18,aug,215,1,197,2,failure,yes
29,management,single,tertiary,no,3796.5,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
38,management,single,secondary,no,15894.0,no,no,cellular,19,aug,195,1,197,4,other,yes
22,management,single,tertiary,no,1036.5,no,no,cellular,19,aug,338,1,-1,0,unknown,yes
25,management,single,tertiary,no,520.5,no,no,cellular,20,aug,267,1,-1,0,unknown,yes
37,management,single,tertiary,no,190.5,yes,no,cellular,25,aug,192,1,193,1,success,yes
36,management,single,tertiary,no,382.5,no,no,cellular,25,aug,242,6,95,4,success,yes
36,management,single,secondary,no,60.0,yes,no,cellular,27,aug,259,3,475,4,success,yes
33,management,single,tertiary,no,5533.5,no,no,cellular,27,aug,445,3,-1,0,unknown,yes
34,management,single,secondary,no,2196.0,yes,no,cellular,28,aug,207,3,130,5,other,yes
30,management,single,tertiary,no,10.5,yes,no,cellular,28,aug,173,1,164,4,other,yes
32,management,single,secondary,no,1492.5,no,no,cellular,3,sep,331,1,99,2,other,yes
36,management,single,secondary,no,78.0,yes,no,cellular,7,sep,351,1,95,6,success,yes
26,management,single,tertiary,no,1641.0,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
32,management,single,tertiary,no,4372.5,no,no,cellular,8,sep,519,1,131,2,failure,yes
25,management,single,unknown,no,720.0,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
30,management,single,tertiary,no,220.5,no,no,cellular,9,sep,234,1,100,1,failure,yes
31,management,single,tertiary,no,18853.5,no,no,cellular,9,sep,344,1,295,1,failure,yes
32,management,single,secondary,no,832.5,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
28,management,single,secondary,no,391.5,yes,yes,cellular,9,sep,259,2,98,4,success,yes
34,management,single,secondary,no,393.0,no,no,cellular,15,sep,89,2,106,1,success,yes
29,management,single,tertiary,no,1311.0,yes,no,cellular,16,sep,152,1,103,1,success,yes
37,management,single,tertiary,no,1500.0,yes,no,cellular,22,sep,239,1,99,2,success,yes
34,management,single,tertiary,no,24.0,yes,no,telephone,29,sep,316,1,119,1,other,yes
26,management,single,secondary,no,198.0,no,no,cellular,1,oct,194,1,119,1,success,yes
30,management,single,secondary,no,237.0,no,no,cellular,6,oct,144,1,-1,0,unknown,yes
33,management,single,tertiary,no,8155.5,no,no,cellular,7,oct,201,1,58,3,failure,yes
36,management,single,tertiary,no,6894.0,yes,no,cellular,8,oct,234,2,175,2,success,yes
33,management,single,tertiary,no,2671.5,no,no,cellular,8,oct,611,2,183,1,success,yes
25,management,single,secondary,no,208.5,no,yes,cellular,12,oct,138,1,-1,0,unknown,yes
21,management,single,secondary,no,3732.0,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
35,management,single,tertiary,no,1005.0,no,no,cellular,13,oct,301,2,-1,0,unknown,yes
22,management,single,secondary,no,193.5,no,no,cellular,16,oct,258,1,-1,0,unknown,yes
30,management,single,tertiary,no,11293.5,no,no,cellular,19,oct,328,1,-1,0,unknown,yes
39,management,single,tertiary,no,309.0,no,no,cellular,20,oct,148,2,195,2,success,yes
27,management,single,tertiary,no,1701.0,no,no,cellular,21,oct,825,1,183,4,success,yes
33,management,single,tertiary,no,10210.5,no,no,cellular,21,oct,512,2,184,1,success,yes
30,management,single,tertiary,no,616.5,no,no,cellular,22,oct,127,3,149,2,failure,yes
29,management,single,secondary,no,184.5,no,yes,cellular,22,oct,247,1,184,3,success,yes
29,management,single,tertiary,no,3267.0,no,no,cellular,22,oct,260,2,139,1,other,yes
33,management,single,secondary,no,3616.5,yes,no,cellular,23,oct,130,1,161,1,failure,yes
33,management,single,tertiary,no,8817.0,no,no,cellular,23,oct,438,1,430,2,failure,yes
28,management,single,unknown,no,0.0,yes,no,cellular,27,oct,96,1,267,1,failure,yes
22,management,single,secondary,no,34.5,no,no,cellular,27,oct,137,1,-1,0,unknown,yes
36,management,single,tertiary,no,193.5,no,no,cellular,27,oct,149,1,-1,0,unknown,yes
31,management,single,tertiary,no,121.5,yes,no,cellular,29,oct,164,2,-1,0,unknown,yes
26,management,single,secondary,no,66.0,no,no,cellular,30,oct,217,1,-1,0,unknown,yes
29,management,single,unknown,no,15498.0,no,no,cellular,2,nov,46,3,-1,0,unknown,yes
36,management,single,tertiary,no,93.0,yes,no,cellular,3,nov,566,1,182,7,failure,yes
33,management,single,secondary,no,2304.0,no,no,cellular,9,nov,262,1,94,2,success,yes
35,management,single,tertiary,no,1842.0,no,no,cellular,9,nov,696,2,88,12,failure,yes
20,management,single,unknown,no,1201.5,no,no,cellular,11,nov,244,2,-1,0,unknown,yes
36,management,single,secondary,no,5434.5,no,no,unknown,12,nov,71,1,378,1,success,yes
32,management,single,tertiary,no,1996.5,no,no,cellular,12,nov,126,1,92,5,failure,yes
23,management,single,secondary,no,1851.0,no,no,cellular,16,nov,250,1,-1,0,unknown,yes
37,management,single,tertiary,no,295.5,no,no,cellular,16,nov,175,1,200,1,success,yes
35,management,single,tertiary,no,4740.0,yes,no,cellular,16,nov,445,2,95,1,failure,yes
35,management,single,secondary,no,7383.0,yes,no,cellular,17,nov,393,4,201,17,other,yes
31,management,single,secondary,no,6297.0,no,no,cellular,25,nov,234,1,-1,0,unknown,yes
26,management,single,tertiary,no,966.0,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
36,management,single,tertiary,no,7062.0,no,no,cellular,3,dec,284,1,171,1,failure,yes
28,management,single,secondary,no,508.5,no,no,cellular,3,dec,350,1,182,1,success,yes
28,management,single,unknown,no,117.0,no,no,cellular,4,dec,232,3,310,2,failure,yes
36,management,single,secondary,no,7081.5,no,no,cellular,9,dec,149,3,-1,0,unknown,yes
32,management,single,tertiary,no,1324.5,yes,no,cellular,10,dec,798,1,185,5,other,yes
29,management,single,tertiary,no,858.0,no,no,cellular,16,dec,314,1,195,1,success,yes
30,management,single,secondary,no,10657.5,no,no,cellular,22,dec,321,2,-1,0,unknown,yes
30,management,single,primary,no,7.5,no,no,cellular,23,dec,282,1,203,1,success,yes
33,management,single,tertiary,no,2712.0,no,no,cellular,28,dec,250,3,-1,0,unknown,yes
23,management,single,secondary,no,1305.0,no,no,cellular,29,dec,296,1,176,4,success,yes
35,management,single,secondary,no,1467.0,no,no,cellular,29,dec,1370,3,209,3,success,yes
25,management,single,secondary,no,208.5,no,yes,cellular,11,jan,202,1,91,1,success,yes
31,management,single,secondary,no,3816.0,no,no,cellular,12,jan,229,1,279,2,success,yes
24,management,single,secondary,no,4764.0,no,no,cellular,13,jan,108,2,-1,0,unknown,yes
36,management,single,unknown,no,1486.5,no,no,cellular,14,jan,589,2,-1,0,unknown,yes
32,management,single,secondary,no,549.0,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
37,management,single,secondary,no,7204.5,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
38,management,single,primary,no,10507.5,yes,no,cellular,25,jan,696,1,202,2,success,yes
39,management,single,secondary,no,0.0,no,no,cellular,27,jan,366,1,436,10,failure,yes
33,management,single,tertiary,no,2548.5,no,no,cellular,28,jan,202,1,83,3,success,yes
28,management,single,secondary,no,391.5,yes,yes,cellular,29,jan,254,3,142,6,success,yes
33,management,single,secondary,no,454.5,yes,no,cellular,3,feb,355,1,301,5,success,yes
35,management,single,secondary,no,1627.5,no,no,cellular,4,feb,195,6,97,12,other,yes
35,management,single,tertiary,no,622.5,no,no,cellular,4,feb,649,1,176,1,failure,yes
38,management,single,secondary,no,477.0,no,no,cellular,4,feb,383,1,181,5,failure,yes
22,management,single,secondary,no,324.0,no,no,cellular,8,feb,363,1,187,1,success,yes
35,management,single,tertiary,no,93.0,no,no,cellular,8,feb,469,2,185,2,failure,yes
33,management,single,secondary,no,2304.0,no,no,cellular,9,feb,359,1,92,3,success,yes
24,management,single,tertiary,no,352.5,no,no,cellular,9,feb,98,1,92,1,success,yes
18,management,single,unknown,no,162.0,no,no,cellular,9,feb,92,1,183,1,success,yes
35,management,single,secondary,no,-48.0,no,yes,cellular,9,feb,63,4,182,5,failure,yes
39,management,single,tertiary,no,258.0,yes,no,cellular,9,feb,125,2,183,2,failure,yes
28,management,single,secondary,no,91.5,yes,no,cellular,11,feb,253,1,174,4,success,yes
34,management,single,tertiary,no,19521.0,no,no,cellular,12,feb,637,1,183,1,success,yes
32,management,single,secondary,no,4906.5,no,no,cellular,12,feb,375,1,374,1,other,yes
32,management,single,tertiary,no,1357.5,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
32,management,single,secondary,no,726.0,yes,no,cellular,15,feb,83,6,187,3,success,yes
37,management,single,tertiary,no,295.5,no,no,cellular,15,feb,531,1,91,2,success,yes
23,management,single,secondary,no,646.5,no,no,cellular,15,feb,201,3,186,2,success,yes
27,management,single,tertiary,no,-103.5,yes,no,cellular,15,feb,205,3,-1,0,unknown,yes
27,management,single,secondary,no,802.5,no,no,cellular,15,feb,171,1,91,2,success,yes
35,management,single,tertiary,no,1021.5,no,no,cellular,18,feb,737,1,561,2,success,yes
27,management,single,unknown,no,489.0,no,no,cellular,22,feb,326,1,-1,0,unknown,yes
37,management,single,tertiary,no,11430.0,no,no,telephone,23,feb,367,1,176,6,failure,yes
22,management,single,secondary,no,1422.0,no,no,telephone,25,feb,169,1,191,3,success,yes
25,management,single,secondary,no,231.0,no,no,cellular,3,mar,141,1,180,2,failure,yes
29,management,single,tertiary,no,3733.5,yes,no,cellular,3,mar,355,1,86,5,failure,yes
33,management,single,tertiary,no,3360.0,no,no,cellular,8,mar,264,2,278,1,success,yes
28,management,single,tertiary,no,2737.5,no,no,cellular,9,mar,236,1,-1,0,unknown,yes
33,management,single,tertiary,no,0.0,yes,no,cellular,9,mar,305,1,326,1,success,yes
36,management,single,secondary,no,7081.5,no,no,cellular,9,mar,288,2,90,3,success,yes
28,management,single,tertiary,no,280.5,no,no,cellular,9,mar,295,1,-1,0,unknown,yes
39,management,single,tertiary,no,741.0,no,no,cellular,10,mar,106,2,478,3,failure,yes
36,management,single,tertiary,no,742.5,no,no,cellular,12,mar,213,3,182,6,success,yes
38,management,single,unknown,no,114.0,no,no,cellular,16,mar,261,1,-1,0,unknown,yes
31,management,single,tertiary,no,5076.0,no,no,cellular,22,mar,247,3,187,3,success,yes
35,management,single,tertiary,no,8937.0,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
28,management,single,tertiary,no,1299.0,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
37,management,single,secondary,no,4017.0,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
39,management,single,tertiary,no,589.5,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
24,management,single,secondary,no,6189.0,no,no,cellular,5,apr,907,4,185,7,failure,yes
39,management,single,tertiary,no,336.0,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
32,management,single,secondary,no,1632.0,yes,no,cellular,6,apr,317,1,363,2,success,yes
27,management,single,tertiary,no,-100.5,yes,no,cellular,6,apr,604,3,236,2,failure,yes
35,management,single,tertiary,no,3969.0,no,no,cellular,14,apr,133,8,183,2,success,yes
36,management,single,primary,no,1765.5,no,no,cellular,15,apr,330,1,311,4,success,yes
39,management,single,secondary,no,904.5,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
22,management,single,primary,no,5208.0,no,no,cellular,19,apr,529,1,181,4,success,yes
38,management,single,secondary,no,0.0,yes,no,telephone,20,apr,162,1,181,5,success,yes
38,management,single,secondary,no,2566.5,no,no,cellular,20,apr,379,3,202,1,success,yes
25,management,single,unknown,no,1083.0,no,no,telephone,21,apr,623,2,-1,0,unknown,yes
29,management,single,tertiary,no,2167.5,no,no,cellular,26,apr,328,2,143,2,success,yes
30,management,single,tertiary,no,982.5,no,no,cellular,26,apr,212,1,202,2,success,yes
26,management,single,tertiary,no,115.5,no,no,cellular,26,apr,175,1,-1,0,unknown,yes
26,management,single,tertiary,no,2157.0,no,no,cellular,27,apr,321,1,449,1,other,yes
30,management,single,tertiary,no,1045.5,no,no,cellular,28,apr,545,2,181,8,success,yes
29,management,single,tertiary,no,4432.5,no,no,cellular,29,apr,226,2,-1,0,unknown,yes
37,management,single,secondary,no,847.5,no,no,cellular,29,apr,449,1,398,1,success,yes
30,management,single,tertiary,no,6492.0,no,no,cellular,30,apr,262,3,189,11,other,yes
28,management,single,tertiary,no,655.5,no,no,cellular,5,may,338,1,-1,0,unknown,yes
29,management,single,unknown,no,4393.5,no,no,cellular,5,may,232,1,89,4,other,yes
37,management,single,tertiary,no,132.0,no,no,cellular,6,may,195,1,90,3,other,yes
33,management,single,secondary,no,579.0,no,no,cellular,12,may,317,1,181,5,success,yes
32,management,single,secondary,no,1539.0,yes,no,cellular,13,may,289,1,-1,0,unknown,yes
28,management,single,secondary,no,3502.5,no,no,cellular,13,may,624,1,-1,0,unknown,yes
35,management,single,tertiary,no,12000.0,no,no,cellular,13,may,331,1,90,3,success,yes
37,management,single,tertiary,no,589.5,yes,no,cellular,14,may,567,3,275,4,failure,yes
34,management,single,secondary,no,1380.0,no,no,cellular,14,may,526,3,179,3,success,yes
24,management,single,tertiary,no,1.5,no,no,cellular,14,may,396,5,-1,0,unknown,yes
33,management,single,tertiary,no,3546.0,no,no,cellular,17,may,508,1,-1,0,unknown,yes
30,management,single,secondary,no,397.5,yes,no,cellular,25,may,681,1,181,2,success,yes
33,management,single,secondary,no,4321.5,no,no,cellular,26,may,289,1,328,1,success,yes
28,management,single,secondary,no,1113.0,no,no,cellular,26,may,236,1,-1,0,unknown,yes
39,management,single,secondary,no,397.5,yes,no,unknown,27,may,93,1,555,2,other,yes
33,management,single,tertiary,no,408.0,yes,no,cellular,1,jun,326,1,237,2,failure,yes
31,management,single,tertiary,no,772.5,no,no,cellular,1,jun,296,5,-1,0,unknown,yes
38,management,single,secondary,no,0.0,yes,no,cellular,8,jun,187,1,181,2,success,yes
31,management,single,tertiary,no,220.5,no,no,cellular,9,jun,163,2,92,3,success,yes
30,management,single,secondary,no,1198.5,no,no,unknown,13,jun,674,1,-1,0,unknown,yes
24,management,single,unknown,no,537.0,no,no,cellular,14,jun,245,1,384,1,other,yes
21,management,single,unknown,no,79.5,no,no,cellular,14,jun,270,1,-1,0,unknown,yes
27,management,single,unknown,no,1291.5,no,no,cellular,14,jun,212,4,-1,0,unknown,yes
32,management,single,tertiary,no,1057.5,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
25,management,single,secondary,no,454.5,no,no,cellular,18,jun,252,1,92,1,success,yes
36,management,single,tertiary,no,807.0,no,no,cellular,23,jun,339,1,183,5,success,yes
37,management,single,tertiary,no,1782.0,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
27,management,single,secondary,no,4717.5,no,no,cellular,25,jun,374,1,179,2,success,yes
38,management,single,tertiary,no,934.5,no,no,cellular,28,jun,297,4,144,4,other,yes
35,management,single,secondary,no,1467.0,no,no,cellular,29,jun,660,2,182,6,success,yes
39,management,single,tertiary,no,336.0,no,no,cellular,2,jul,194,2,88,1,success,yes
30,management,single,tertiary,no,0.0,yes,no,cellular,5,jul,140,1,424,8,success,yes
32,management,single,tertiary,no,934.5,no,no,cellular,6,jul,335,3,194,2,failure,yes
29,management,single,tertiary,no,753.0,no,no,cellular,8,jul,968,1,87,5,failure,yes
27,management,single,secondary,no,505.5,no,no,unknown,9,jul,23,1,-1,0,unknown,yes
31,management,single,tertiary,no,4360.5,yes,no,cellular,12,jul,248,1,194,3,failure,yes
36,management,single,unknown,no,93.0,no,no,cellular,13,jul,311,1,91,2,success,yes
23,management,single,secondary,no,1947.0,no,no,cellular,14,jul,603,1,-1,0,unknown,yes
34,management,single,tertiary,no,4099.5,no,no,cellular,14,jul,604,1,-1,0,unknown,yes
33,management,single,secondary,no,274.5,no,no,cellular,16,jul,457,2,182,3,other,yes
34,management,single,secondary,no,1209.0,no,no,cellular,19,jul,253,3,458,1,success,yes
32,management,single,tertiary,no,1143.0,no,no,cellular,19,jul,187,11,-1,0,unknown,yes
