track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1poKSG0QzW5oIIkBdiCcAR,Ludwig van Beethoven;Michael Barenboim;West-Eastern Divan Orchestra;Daniel Barenboim,The Best Classical Playlist,"Violin Concerto in D Major, Op. 61: II. Larghetto",0,576520,False,0.115,0.0484,7,-28.233,1,0.0509,0.885,0.112,0.159,0.0386,175.598,4,classical
3uRQ7w4efEN5PPgpP2kexy,Pyotr Ilyich Tchaikovsky;Mikhail Pletnev,October Classical Playlist,"The Seasons, Op. 37a: No. 10, October, Autumn Song",1,297666,False,0.305,0.00402,2,-36.333,0,0.0469,0.995,0.921,0.0773,0.16,166.509,1,classical
0fKRQb774EaFQcCJEWfoDY,Claude Debussy;Andrzej Cieplinski;Tymoteusz Bies,Irrberge,"Sonata for violin and piano, L. 140: I. Allegro vivo",3,336373,False,0.303,0.0313,2,-21.266,0,0.0486,0.988,0.85,0.0484,0.0586,135.547,4,classical
5EVVBILF2NeX8qpQyxbvYl,Claude Debussy;Andrzej Cieplinski;Tymoteusz Bies,Irrberge,"Sonata for violin and piano, L. 140: III. Finale. Très animé",2,311400,False,0.348,0.111,5,-19.65,1,0.0455,0.982,0.861,0.0874,0.0985,136.303,3,classical
3r6kY1RSobW4X46YTdQ3sz,Ludwig van Beethoven;Krystian Zimerman;London Symphony Orchestra;Sir Simon Rattle,Classical Running,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo. Vivace",0,600040,False,0.325,0.156,7,-19.344,1,0.0354,0.956,0.881,0.0881,0.107,142.451,4,classical
0yWYIK5nQMffvW4jmewjjk,Claude Debussy;Peter Schmalfuss,Refreshing Piano,"Deux arabesques, L. 66: No. 1, Andantino con moto in E Major",0,234973,False,0.241,0.017,6,-29.271,0,0.0432,0.993,0.883,0.0548,0.0875,72.821,4,classical
6TAbbhxDGOq97WUQCNBYc4,Pyotr Ilyich Tchaikovsky;Boston Symphony Orchestra;Seiji Ozawa,Classical Christmas,"The Nutcracker, Op. 71, TH.14 / Act 1: No. 2 March",0,145013,False,0.615,0.194,4,-20.573,0,0.0393,0.973,0.808,0.12,0.589,75.981,4,classical
67LYYS7jqF8qTNvEUe0t1M,Claude Debussy;Arturo Benedetti Michelangeli,Clásica para los niños de hoy,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin",0,174720,False,0.411,0.00692,6,-30.268,1,0.0512,0.994,0.882,0.0538,0.17,101.663,4,classical
1iDb9PtzYXk5xYw7JkQ3VT,Claude Debussy;Seong-Jin Cho,Clásica para los niños de hoy,"Children's Corner, L. 113: I. Doctor Gradus Ad Parnassum",0,141986,False,0.242,0.0296,5,-28.611,1,0.0401,0.993,0.902,0.0751,0.0438,70.249,4,classical
5QneyHW0TfrAG0Z4QU5EjD,Pyotr Ilyich Tchaikovsky;Martha Argerich;Nicolas Economou,Classical Christmas,"Nutcracker Suite, Op. 71a, TH. 35 (Arr. For Piano 4-Hands): IIf. Danses caractéristiques. Danse des mirlitons: Moderato assai",0,129293,False,0.433,0.073,2,-29.13,1,0.0493,0.994,0.863,0.0829,0.424,152.601,4,classical
5I8ljz9WeudlOIoDBOL0dJ,Pyotr Ilyich Tchaikovsky;National Philharmonic Orchestra;Richard Bonynge,Classical Running,"Swan Lake, Op. 20, TH.12 / Act 3: No. 21 Danse espagnole (Allegro non troppo. Tempo di bolero)",0,173560,False,0.397,0.213,6,-19.174,0,0.0303,0.597,0.0596,0.196,0.506,107.562,3,classical
1RTcQvHYYB69XlQKvJe6h4,Bombay Jayashri,Excuse Me,Prethese Antha,42,288496,False,0.547,0.62,11,-8.601,1,0.062,0.408,0.0002,0.0996,0.2,83.997,4,classical
4GaTyDp4257sMSNbNXIlMW,Bombay Jayashri,Baahubali - The Beginning,Mamta Se Bhari,44,228985,False,0.63,0.414,9,-9.888,0,0.0291,0.615,0.000329,0.162,0.394,100.946,4,classical
2WdqL8OHTKV7NA9zfeTsFq,Andrea Bocelli,En la nada,El Abeto,0,257680,False,0.358,0.233,5,-10.632,1,0.0305,0.884,2.8e-06,0.0838,0.167,82.938,3,classical
35Krmwgrk5mTqD0mptXlU5,Bombay Jayashri,Patchai Kili Muthucharam (Original Motion Picture Soundtrack),Unakkul Naane,43,281103,False,0.701,0.559,7,-12.297,0,0.0537,0.752,0.00077,0.0935,0.542,112.99,4,classical
1U1DAlctm9lKbTYUSczTgU,Yiruma,Klassische Weihnachtsmusik,Maybe Christmas - Orchestra Version,0,303297,False,0.105,0.154,1,-14.355,1,0.0334,0.946,0.895,0.0683,0.0756,71.0,4,classical
4Lfod3ZkXkJBZZhw2cHKCk,Antônio Carlos Jobim,Ressaquinha,Neptune's Hep Tune,0,133506,False,0.548,0.412,5,-10.248,1,0.0333,0.807,0.934,0.127,0.325,79.512,4,classical
5XHvLFENXejcEhj5kdLGt5,Pyotr Ilyich Tchaikovsky;Evgeny Kissin;Berliner Philharmoniker;Herbert von Karajan,Classical Running,"Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH. 55: 3. Allegro con fuoco - Live at Philharmonie, Berlin",0,526706,False,0.378,0.379,10,-16.888,0,0.136,0.961,0.835,0.682,0.347,135.92,3,classical
5sr2Y3X6M6cFmgYuhNrlS0,Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Gustavo Dudamel,Classical Christmas 2022,"The Nutcracker, Op. 71, TH 14: Overture - Live at Walt Disney Concert Hall, Los Angeles / 2013",0,194346,False,0.506,0.0336,10,-28.894,1,0.042,0.959,0.146,0.0727,0.386,116.049,4,classical
1APMLD7JwHPdiWFObXKqXP,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Classical Christmas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical
5zKz6GIN31V2Izi9LUKaWP,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Relajación y siestas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical
4FcMVYbK3QvacUKVCZYusj,Pyotr Ilyich Tchaikovsky;Boston Symphony Orchestra;Seiji Ozawa,Weihnachten Klassik 2022,"The Nutcracker, Op. 71, TH.14 / Act 1: No. 2 March",0,145013,False,0.615,0.194,4,-20.573,0,0.0393,0.973,0.808,0.12,0.589,75.981,4,classical
2dPipPPjnqwhnqGcoiKtvP,Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Gustavo Dudamel,Weihnachten Klassik 2022,"The Nutcracker, Op. 71, TH 14: Overture - Live at Walt Disney Concert Hall, Los Angeles / 2013",0,194346,False,0.506,0.0336,10,-28.894,1,0.042,0.959,0.146,0.0727,0.386,116.049,4,classical
2vdNa2nf6ptRqSiUgGjxlS,Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Gustavo Dudamel,Weihnachten Klassik 2022,"The Nutcracker, Op. 71, TH 14 / Act 2: No. 13 Waltz of the Flowers - Live at Walt Disney Concert Hall, Los Angeles / 2013",0,449813,False,0.15,0.0701,2,-21.872,1,0.0456,0.91,0.852,0.077,0.0903,181.584,3,classical
6nSnDI2EvwXocgjj6hwQRv,Camille Saint-Saëns;石丸由佳,死の舞踏~悪魔のパイプオルガン,死の舞踏,1,538293,False,0.213,0.159,7,-13.897,1,0.0366,0.715,0.914,0.101,0.0373,143.35,4,classical
1tK29op2PjXpYyYdnWMqT5,Camille Saint-Saëns;Isata Kanneh-Mason;Jeneba Kanneh-Mason;Sheku Kanneh-Mason,Clásica para los niños de hoy,Carnival of the Animals: The Swan,0,150146,False,0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,3,classical
3GitsRPchZRDyXlE4Aiyml,Antônio Carlos Jobim;Herbie Mann;João Gilberto,Chill in Brazil,Bolinha de papel,0,79000,False,0.797,0.415,5,-14.557,0,0.0514,0.881,0.0,0.0873,0.965,113.42,3,classical
1D0jiXy3pWSk1QxcB8WWhY,Academy of St. Martin in the Fields;Sir Neville Marriner,Happy Christmas Instrumentals,"Three German Dances, K.605: No. 3 in C, Trio ""Die Schlittenfahrt""",0,175000,False,0.414,0.17,0,-13.479,1,0.0317,0.761,0.00728,0.143,0.455,146.763,3,classical
1bsZoNAyfjDdLutsE5KSQ4,Franz Schubert;Burak Çebi,Burak Çebi: Bright Spots,Piano Sonata D. 960 in B-Flat Major: II. Andante sostenuto,0,566333,False,0.297,0.00409,1,-31.314,0,0.0426,0.995,0.918,0.0896,0.0449,68.863,5,classical
18DA9kxKKd4pjjdanpDTaa,Camille Saint-Saëns;Daniel Reichert;Simon Reichert,Belle Époque,Fantasie No. 1 in E-Flat Major (Transcr. H. Büsser for Cornet & Organ),0,339613,False,0.288,0.186,3,-19.017,1,0.0628,0.965,0.971,0.126,0.0673,67.37,4,classical
6XjBNMzl25wEBebNMdPMGg,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 2, Vals",0,88506,False,0.419,0.213,9,-23.095,1,0.0357,0.961,0.899,0.237,0.36,97.708,3,classical
5NWDX573125Bf6Hwb1KDff,Johannes Brahms;Erwin Ortner;Arnold Schönberg Choir,October Classical Playlist,"5 Songs, Op. 104: No. 5, Im herbst",1,244040,False,0.103,0.0379,0,-27.05,0,0.0482,0.985,0.00202,0.102,0.0326,85.961,3,classical
48ZzmYIUdGCOZabZlSdBXi,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Piano Sonata in E Minor, Op. 7: III. Alla menuetto",0,203426,False,0.428,0.119,4,-24.668,1,0.0374,0.952,0.000416,0.429,0.248,79.497,4,classical
7vYca4BGhViMAp5LoA0dEh,Franz Schubert;Yanica Hristova,"Schubert: Impromptus, D. 899 - Baynov, Stoyanov & Vladigerov: Piano Works","4 Impromptus, Op. 90, D. 899: III. Andante",0,413546,False,0.128,0.0152,6,-30.53,1,0.0374,0.995,0.913,0.0744,0.0803,67.291,4,classical
1VsXbdekUKQ0KJIBaqC96E,Franz Schubert;Yanica Hristova,"Schubert: Impromptus, D. 899 - Baynov, Stoyanov & Vladigerov: Piano Works","4 Impromptus, Op. 90, D. 899: II. Allegro - Coda",0,271080,False,0.289,0.139,3,-21.256,0,0.0355,0.991,0.923,0.161,0.226,94.938,4,classical
6m3hSSDwLUUsXEf6aPtH1m,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces VIII, Op. 65: No. 6, Bryllupsdag på Troldhaugen",0,255933,False,0.331,0.23,2,-21.548,1,0.0356,0.978,0.88,0.359,0.189,82.51,3,classical
5mBaOyYkmoH2EmVIRHTIDq,Edvard Grieg;Berliner Philharmoniker;Herbert von Karajan,Relajación y siestas,"Peer Gynt Suite No. 1, Op. 46: I. Morning Mood",0,239520,False,0.132,0.0447,4,-20.733,1,0.0401,0.983,0.925,0.13,0.0388,89.704,4,classical
0vbLlw450iyA4eiJoB0pd4,Johannes Brahms;Jessye Norman;Daniel Barenboim;Wolfram Christ,Klassische Weihnachtsmusik,"Geistliches Wiegenlied, Op. 91, No. 2",0,371666,False,0.204,0.0281,5,-27.284,1,0.0445,0.985,0.00233,0.114,0.0984,97.274,4,classical
2tF07mtTCrO5bmw1xv2vzG,Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,Classical Running,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",0,165000,False,0.23,0.144,7,-21.34,1,0.0408,0.94,0.869,0.395,0.229,142.163,4,classical
7GhmAjCJvegeLpZavN0ZJd,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,False,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,classical
6GYgBiqv3Gm5PYyhgofSnt,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: IV. Intermezzo (Live in Japan, 2022)",1,137920,False,0.337,0.0837,8,-23.699,1,0.0332,0.993,0.934,0.103,0.0678,78.505,4,classical
6Z6UuM4VMs0bkKCHKvYeux,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 2, Pierrot (Live in Japan, 2022)",0,89733,False,0.548,0.0286,3,-25.688,1,0.0565,0.996,0.917,0.108,0.137,76.971,1,classical
5FWH3Ng6Xwhsu5LIYRL4o4,Robert Schumann;Isata Kanneh-Mason,Relajación y siestas,"Liederkreis, Op. 39: 5. Mondnacht (Arr. Clara Schumann for Piano)",0,231453,False,0.396,0.00248,4,-36.836,1,0.0501,0.993,0.872,0.0736,0.0684,68.284,4,classical
6Jmw670ScZOp4hNJRDvnCA,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 11, Chiarina (Live in Japan, 2022)",0,71413,False,0.482,0.0749,0,-25.391,0,0.0426,0.994,0.836,0.118,0.2,70.276,3,classical
5NzVGIho0voVNwcWv1jh1Z,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: II. Romanze (Live in Japan, 2022)",0,147960,False,0.454,0.0107,0,-33.316,1,0.0449,0.995,0.881,0.104,0.156,84.197,4,classical
1cajhsC119AClaQxkqHDJx,Edvard Grieg;Nelson Freire,Relajación y siestas,"Lyric Pieces Book IX, Op. 68: 5. At the Cradle",0,142253,False,0.355,0.0168,4,-30.47,1,0.0436,0.994,0.918,0.109,0.11,65.877,4,classical
6XjBNMzl25wEBebNMdPMGg,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 2, Vals",0,88506,False,0.419,0.213,9,-23.095,1,0.0357,0.961,0.899,0.237,0.36,97.708,3,classical
673Cv1wGcW2G6dYqmkzzTa,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces III, Op. 43 (Excerpts): No. 1, Sommerfugl",0,75693,False,0.29,0.219,11,-22.958,0,0.0362,0.96,0.612,0.514,0.635,139.681,4,classical
5fGw0HGVVI8kZk1DsMC3hU,Robert Schumann;Arioso Quartett Wien,Encores,"String Quartet No. 1 in A Minor, Op. 41 No. 1: II. Scherzo. Presto",0,237093,False,0.478,0.34,9,-17.711,0,0.0491,0.882,0.784,0.0678,0.563,106.376,4,classical
1pxnrGFj1ZqwlNNm4aJkfb,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 10, Lettres dansantes (Live in Japan, 2022)",0,51680,False,0.482,0.198,3,-23.52,1,0.0561,0.995,0.808,0.152,0.755,153.773,1,classical
2VkBQoC1hWOECFN9goNHk6,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 18, Aveu (Live in Japan, 2022)",0,67506,False,0.545,0.0258,5,-35.331,0,0.0348,0.989,0.901,0.143,0.321,59.504,5,classical
67tcScipVkQSLBb3g3MddI,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: III. Scherzino (Live in Japan, 2022)",0,131573,False,0.506,0.0851,10,-21.881,1,0.0525,0.995,0.872,0.13,0.128,123.424,4,classical
6WgG5Lq7qCWjzrdOScRCzJ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: V. Finale (Live in Japan, 2022)",0,251133,False,0.341,0.146,10,-21.088,1,0.0324,0.994,0.901,0.149,0.343,79.824,4,classical
1T5QvLF9lO4HO3OZQbaX9p,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 20, Pause (Live in Japan, 2022)",0,17826,False,0.372,0.278,8,-16.882,1,0.037,0.985,0.921,0.164,0.912,89.032,1,classical
5I0lKSs4JGYWO4F5Xe3BrY,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas 2022,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,False,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,classical
39jBzZcMJMxhAhPg8SYvnj,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 21, Marche des Davidsbündler contre les Philistins (Live in Japan, 2022)",0,209840,False,0.416,0.211,8,-18.044,1,0.0537,0.994,0.828,0.114,0.28,149.94,4,classical
5viwzFJxwRE1OEUR7G6hiD,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 13, Estrella (Live in Japan, 2022)",0,23506,False,0.379,0.237,5,-18.265,1,0.047,0.993,0.887,0.144,0.477,116.093,4,classical
2p5THyuNwpJ9c7ex3TN383,Jacob David,Nowesind,Nowesind,70,119120,False,0.304,0.0902,10,-32.824,1,0.0489,0.903,0.907,0.111,0.318,114.487,4,classical
7M7iBPqs90p3qLUzsHgAIr,Vedavathi Prabhakar;CHAYA DEVI,Laali Thaali,Godakunna Thelunu Chusi,40,60481,False,0.351,0.481,11,-2.719,1,0.0485,0.697,0.0,0.327,0.777,199.258,4,classical
1phvGMk1C6xziijqXT6YAU,M. S. Subbulakshmi;Radha Viswanathan,Lakshmi Kataksham - M.S. Subbulakshmi,Excerpts From Suprabhatam - Mssubbulakshmi,38,87760,False,0.72,0.309,7,-7.625,1,0.333,0.936,0.0,0.132,0.669,96.695,5,classical
2XthhAhyRpnDpc4ml9299K,Pandit Jasraj;Aanandi Joshi,Double Seat (Original Motion Picture Soundtrack),Kiti Sangaichay Mala,38,326530,False,0.457,0.428,1,-8.613,1,0.0357,0.72,0.0,0.0988,0.219,82.997,4,classical
3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,73,357706,False,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,classical
5nG2hbCPI0urycsRN8M3OR,Bombay Jayashri;Darbuka Siva,Enai Noki Paayum Thota (Original Motion Picture Soundtrack),Hey Nijame,39,274864,False,0.34,0.465,0,-11.631,1,0.0453,0.718,0.0652,0.142,0.0686,97.54,3,classical
74to3FzIMkXJmraoS0K3SN,Sirkazhi Govindarajan,Vinayagar - Murugan Songs Tamil Devotionl -Revival,Ganapathiye Varuvaai Revival,38,202529,False,0.465,0.71,3,-10.862,1,0.0821,0.271,0.0509,0.0874,0.749,102.876,4,classical
0dEKzVr89cnGpcucuLkB4i,Fabrizio Paterlini;Johannes Bornlöf,Refreshing Piano,Soffia la notte,0,220956,False,0.225,0.117,4,-24.971,0,0.0488,0.968,0.867,0.103,0.275,160.017,3,classical
14DLzsFYQOK3195eshJ3Aw,Philharmonia Orchestra;Charles Dutoit,Happy Haunted Halloween Tunes,"Danse macabre, Op. 40",0,422826,False,0.334,0.187,7,-20.906,0,0.0415,0.884,0.797,0.105,0.0836,112.135,4,classical
200gL9XQL8v2qF7aMPEJqf,Claude Debussy;Jean-Rodolphe Kars,Classical Music for the Background: Debussy,"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin",50,150440,False,0.285,0.00464,3,-38.222,0,0.0435,0.995,0.844,0.0582,0.216,72.32,3,classical
6npUdmcsfp9yRa65tF0PUH,Philip Glass;Daniel Hope;Chie Peters;Deutsches Kammerorchester Berlin;Rundfunkchor Berlin,Classical Running,Echorus,0,351466,False,0.285,0.0158,0,-24.312,1,0.0483,0.947,0.466,0.126,0.0369,119.852,4,classical
5Dv1GseAsI7L35WsR0pN0o,Sergei Rachmaninoff;Yuja Wang,Classical Running,"Prelude in G Minor, Op. 23, No. 5 - Live at Philharmonie, Berlin / 2018",0,232786,False,0.393,0.217,7,-16.611,0,0.0354,0.993,0.893,0.111,0.177,114.404,4,classical
3DNRdudZ2SstnDCVKFdXxG,Ludwig van Beethoven;Paul Lewis,"Beethoven: Piano Sonatas, Vol.3","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",69,315426,False,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,3,classical
0JiPUFfWlhT1SJ92eZ84GU,Ajoy Chakrabarty;Parveen Sultana,Gadar Ek Prem Katha,Aan Milo Sajna,36,322533,False,0.367,0.836,5,-4.875,1,0.135,0.797,0.000963,0.216,0.503,68.144,4,classical
3jvSnBSApZobpeMwlSFUrF,Manik Varma,Bhaktigeet,Amrutahuni God,38,319373,False,0.387,0.449,2,-7.792,0,0.0334,0.955,0.000191,0.387,0.533,133.927,4,classical
2am9i1Rq2n0LiJmyX5nqXO,Joep Beving,Weihnachten Klassik 2022,"Sinfonia (After Bach, BWV 248)",0,280500,False,0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3,classical
6b8hTB8Z3kGpbnfM68R76b,Joep Beving,Classical Christmas 2022,"Sinfonia (After Bach, BWV 248)",0,280500,False,0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3,classical
220KFUVjdcPP0Nw0pUpyeU,Giacomo Puccini;Arioso Quartett Wien,Encores,Crisantemi,0,342893,False,0.15,0.106,6,-18.592,0,0.0426,0.842,0.835,0.111,0.0553,83.844,1,classical
1M6g7BTBFCIuzOx7xgBv8D,Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Che più s'indugia,0,81405,False,0.318,0.318,5,-6.224,1,0.0346,0.929,6.5e-05,0.201,0.216,96.803,4,classical
6bfzJqCmmKyn7GQtgnfWd1,Giacomo Puccini;Renée Fleming;English Chamber Orchestra;Jeffrey Tate,Silvia Colloca - Sing Like An Italian,"La rondine, SC 83: Chi il bel sogno di Doretta",1,223314,False,0.234,0.136,5,-18.882,1,0.0458,0.97,0.281,0.108,0.0374,85.418,4,classical
6IxZKlXPH1OH5D7HdmtGO0,Antonín Dvořák;Katia Labèque;Marielle Labèque,Classical Running,"8 Slavonic Dances, Op. 46, B.83 - For Piano Duet: No. 1 in C Major (Presto)",0,203000,False,0.377,0.193,4,-18.928,0,0.0449,0.987,0.9,0.0884,0.285,153.373,3,classical
0KyhEtQkmXfWh6amFk9w9n,Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Che non avrebbe il misero,0,162381,False,0.229,0.45,10,-8.16,1,0.0374,0.969,0.383,0.106,0.139,114.808,4,classical
4yfFraZrNnh2zJTok5fzq7,Felix Mendelssohn;Christopher Herrick;Simon Preston;The Choir Of Westminster Abbey,Klassische Weihnachtsmusik,"""Hark! The Herald Angels Sing""",0,141000,False,0.158,0.21,7,-16.398,1,0.033,0.953,0.86,0.153,0.193,80.984,4,classical
1OIJ81zVLrvT4eqnQRkIPR,Maurice Ravel;Janine Jansen;Antonio Pappano,The Best Classical Playlist,"Pièce en forme de Habanera, M. 51 (Arr. Catherine for Violin and Piano)",0,183066,False,0.287,0.0372,0,-25.063,0,0.0541,0.981,0.0774,0.0514,0.0393,86.551,4,classical
0k1IaASoGkeLoti8XbaKaJ,Giuseppe Verdi;Chicago Symphony Chorus;Chicago Symphony Orchestra;Sir Georg Solti,Silvia Colloca - Sing Like An Italian,"Nabucco: Va, pensiero, sull'ali dorate - Edit",0,221746,False,0.148,0.0367,1,-21.648,1,0.0413,0.989,0.828,0.114,0.0666,138.57,3,classical
6Xg2YxMweLpbOcv15d8Mh7,Maurice Ravel;Duo Synopsis,"Ravel, Schuloff, Honegger, Schnittke: 20th Century Masterwork Duos, for Violin and Cello","Sonata for Violin and Cello in C Major, M. 73: III. Lent",0,343552,False,0.104,0.0491,9,-22.883,0,0.046,0.984,0.51,0.099,0.0341,90.278,4,classical
2RzXfGR62zUJhHtnczH9Qg,Pandit Jasraj,Shiv Upasana,Shiv Dhun (Shiv Stuti Bhajan),35,636066,False,0.504,0.565,2,-9.185,0,0.0516,0.724,0.0,0.0565,0.528,124.454,4,classical
4WQhOB9I4xhHpOf9UuvjJE,Jitendra Abhisheki,"Mendichya Panavar,Vol. 3",Abhir Gulal Udhalit Rang,34,288906,False,0.335,0.473,9,-12.607,1,0.058,0.977,0.251,0.218,0.59,94.746,4,classical
3Te9Xd6Xe9VlNYShcOthTV,Priya Sisters,Annamayya Pushpanjali,Govinda Govinda,35,324265,False,0.595,0.657,8,-5.418,1,0.0298,0.735,0.0,0.387,0.782,102.321,4,classical
6kD6phIifemWdUZmmsFP6Q,M. S. Subbulakshmi;T. K. Murthy;V.V.Subramaniam,Sri Venkatesa Suprabhatham,Sri Venkatesa Suprabhatam,35,1229253,False,0.657,0.301,7,-12.549,1,0.766,0.949,0.0,0.28,0.794,100.971,4,classical
6yvAfQ4xM01Sq00DZ54sDl,Dmitri Shostakovich;Ares Trio,Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2,Piano Trio No. 2 in E Minor: IV. Allegretto – Adagio,2,645210,False,0.287,0.19,6,-16.959,0,0.0379,0.941,0.369,0.0906,0.177,77.583,4,classical
4ztaiZfY9lPy1ItQ3DoRiT,Stephan Moccio,ZEN 2022,Wrecking Ball - Solo Piano Version,0,204560,False,0.515,0.0695,5,-22.837,1,0.0342,0.992,0.934,0.0943,0.109,112.81,4,classical
131JOBPzeOFhqUEh5VCU5m,Sheku Kanneh-Mason;CBSO Cellos,Christmas Dinner,Song of the Birds (Arr. Casals),0,173908,False,0.194,0.145,9,-23.039,0,0.0557,0.967,0.717,0.35,0.037,80.3,3,classical
3N9HZDtk850gBsmc1kDxlY,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 20, So lohnet die Natur den Fleiß",0,355693,False,0.364,0.104,7,-21.888,1,0.0424,0.979,4.97e-06,0.0723,0.147,125.517,4,classical
4MxINUCf7UUk828RW3EbES,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 19, Was durch seine Blüte der Lenz",0,143213,False,0.377,0.017,11,-30.852,0,0.0453,0.95,0.0,0.181,0.211,103.907,4,classical
30o7UcOFM1Tb1iIIAKbJQh,Joseph Haydn;Arioso Quartett Wien,Encores,"String Quartet in B-Flat Major, Op. 1 No. 1, Hob. III:1 ""La chasse"": III. Adagio",0,245386,False,0.199,0.0419,3,-21.765,1,0.0461,0.734,0.55,0.108,0.121,169.307,4,classical
1avIiKDpAfOuDqEh1DrLCs,Joseph Haydn;Manuel Blanco;Josep Pons;Orquesta Nacional De España,Classical Running,"Trumpet Concerto in E Flat, H.VIIe/1: 3. Finale. Allegro",0,278760,False,0.528,0.143,3,-20.056,1,0.0437,0.964,0.897,0.0623,0.423,136.278,4,classical
